customer_id,age,sub_days,day_since_last_purchase,number_of_orders,twitch_sessions,twitch_hours_streamed,churn
191,44,356,0,0,446,41,0
192,60,231,99,0,78,69,0
193,42,183,0,0,64,62,0
194,25,297,99,30,250,60,0
195,59,170,34,41,372,64,0
196,57,198,95,0,22,31,0
197,61,116,73,22,212,33,0
198,59,16,40,0,397,48,0
199,60,346,88,14,320,27,0
200,55,342,29,0,62,70,0
201,46,53,87,0,226,20,0
202,38,102,23,0,328,57,0
203,53,178,47,45,496,41,0
204,65,33,36,23,31,55,0
205,49,345,96,11,266,10,1
206,38,81,64,0,252,11,0
207,33,272,0,0,20,12,0
208,49,289,58,0,336,6,1
209,63,143,23,32,56,75,0
210,50,98,86,1,62,77,1
211,35,244,54,25,36,70,0
212,53,147,0,0,79,61,0
213,38,300,0,0,317,37,0
214,18,319,0,0,153,44,0
215,43,200,8,41,238,59,0
216,27,89,0,0,373,3,0
217,40,341,5,25,11,1,0
218,28,141,0,0,326,69,0
219,54,354,5,0,447,79,0
220,41,217,93,36,19,62,0
221,57,185,0,0,404,4,1
222,27,3,0,0,393,9,0
223,44,353,24,10,440,62,0
224,52,51,100,5,490,33,0
225,24,272,8,12,356,80,0
226,58,259,11,15,429,64,1
227,35,293,0,0,252,5,0
228,55,210,0,0,486,22,0
229,51,16,62,0,372,7,0
230,24,162,43,34,294,80,0
231,50,272,52,19,490,36,0
232,55,100,85,32,355,5,0
233,56,197,80,0,374,44,0
234,18,203,60,2,72,23,0
235,57,277,23,0,243,24,0
236,22,19,29,12,421,36,0
237,38,21,71,34,232,11,1
238,38,260,29,37,273,24,0
239,52,212,71,46,49,35,0
240,30,150,59,0,168,61,0
241,36,324,38,2,43,77,0
242,47,21,0,0,324,52,1
243,35,82,92,0,306,34,0
244,34,185,0,0,472,23,0
245,65,96,66,32,253,6,0
246,56,48,52,0,254,0,0
247,48,21,89,0,370,29,0
248,19,270,0,0,14,2,0
249,37,170,46,0,140,40,0
250,52,221,40,10,449,48,0
251,29,66,97,25,484,30,1
252,53,99,89,0,0,34,0
253,19,113,50,0,115,21,0
254,38,336,22,0,168,2,0
255,56,254,0,0,195,3,0
256,60,359,0,0,154,55,0
257,56,0,0,0,411,66,0
258,58,114,52,15,381,77,1
259,20,179,0,0,366,38,0
260,33,67,0,0,242,43,1
261,29,111,23,0,444,55,0
262,20,108,8,8,2,30,0
263,51,148,54,0,216,5,1
264,40,197,74,7,293,19,0
265,61,31,80,10,308,56,0
266,25,102,55,0,199,26,0
267,34,19,16,29,440,27,0
268,19,49,18,30,247,27,0
269,48,148,15,0,477,16,0
270,52,16,71,0,294,34,1
271,35,256,58,23,437,19,0
272,35,120,0,0,496,17,0
273,47,188,30,50,57,17,0
274,24,298,4,45,489,2,0
275,18,250,11,2,65,40,0
276,24,291,0,0,498,53,1
277,44,80,51,25,283,63,0
278,18,131,66,32,416,13,0
279,60,243,63,44,482,1,0
280,29,20,24,33,238,66,0
281,19,198,0,0,250,26,0
282,39,212,84,15,66,46,0
283,23,140,25,43,436,2,0
284,41,242,29,24,429,29,0
285,39,293,99,32,117,31,0
286,24,169,57,29,282,37,0
287,49,176,0,0,422,52,0
288,57,315,100,0,332,58,0
289,64,150,11,0,403,6,0
290,26,250,0,0,139,71,0
291,45,336,96,4,51,46,0
292,38,121,83,49,42,48,0
293,33,179,0,0,87,51,0
294,19,1,0,0,379,58,0
295,34,285,86,5,212,39,0
296,60,169,0,0,481,20,0
297,61,108,10,44,49,60,0
298,19,130,69,29,448,31,0
299,48,166,0,0,104,48,0
300,54,113,56,26,85,68,0
301,46,155,2,6,178,66,0
302,27,164,91,48,310,11,1
303,34,320,98,8,186,76,0
304,32,168,0,0,279,72,1
305,25,108,9,25,144,28,0
306,52,324,0,0,296,37,0
307,49,179,0,0,42,65,0
308,47,306,50,0,102,44,0
309,63,275,20,38,444,63,0
310,27,26,0,0,362,48,0
311,24,240,79,0,124,51,0
312,54,101,64,0,385,78,0
313,20,335,93,3,98,60,0
314,34,88,71,48,140,51,0
315,56,153,83,29,115,67,0
316,39,315,86,33,3,0,0
317,55,148,41,21,435,77,0
318,48,351,15,36,53,8,1
319,46,232,0,0,309,20,0
320,23,145,85,0,274,26,1
321,42,362,0,0,419,60,0
322,30,209,0,0,204,77,0
323,23,43,63,40,185,12,0
324,64,51,0,0,419,9,0
325,51,297,42,0,128,75,0
326,42,214,0,0,498,34,0
327,22,159,0,0,122,69,0
328,42,37,74,50,17,1,0
329,34,299,49,33,136,69,0
330,25,210,61,11,483,49,0
331,38,36,8,0,115,11,1
332,40,182,25,0,77,15,0
333,45,344,0,0,161,51,0
334,32,226,0,0,381,75,0
335,57,222,0,0,461,46,1
336,57,154,37,0,378,33,1
337,41,2,17,29,103,20,0
338,40,45,65,41,53,74,0
339,26,130,0,0,340,55,0
340,40,13,64,3,136,55,1
341,41,82,76,16,130,35,0
342,48,249,48,37,222,71,0
343,54,64,0,0,178,18,0
344,47,363,35,0,394,1,1
345,40,128,28,0,183,20,0
346,32,293,89,39,89,50,0
347,58,363,72,18,330,71,0
348,39,164,83,16,211,69,1
349,20,164,99,0,138,80,0
350,42,47,29,0,110,31,1
351,39,232,0,0,371,6,0
352,39,76,74,0,436,63,0
353,52,211,0,0,343,2,0
354,25,239,94,0,92,54,0
355,61,309,47,20,314,20,0
356,50,325,95,0,319,11,0
357,65,179,77,0,374,76,0
358,50,91,88,50,133,33,0
359,57,295,0,0,230,75,0
360,30,64,78,47,225,42,0
361,24,36,20,36,247,13,1
362,23,350,0,0,447,1,0
363,27,315,33,0,50,50,0
364,32,288,76,0,128,33,0
365,40,139,22,3,406,20,1
366,46,5,0,0,373,36,0
367,58,79,91,30,292,33,0
368,57,26,0,0,294,25,0
369,40,150,0,0,258,26,0
370,43,199,82,18,218,36,0
371,36,226,0,0,500,33,0
372,61,231,34,33,177,59,0
373,45,164,0,0,57,35,0
374,24,130,0,0,430,52,0
375,61,153,54,43,168,75,0
376,48,339,76,30,156,36,0
377,40,135,97,0,119,64,0
378,51,215,0,0,209,1,0
379,36,98,94,9,14,40,0
380,19,122,55,10,59,3,0
381,46,197,0,0,489,12,0
382,27,81,0,0,80,62,1
383,20,310,4,39,165,70,0
384,50,72,93,13,347,62,0
385,46,9,39,0,449,78,0
386,58,354,66,23,135,29,0
387,51,246,89,45,240,34,0
388,64,171,28,7,19,29,0
389,33,282,0,0,289,51,0
390,22,71,0,0,318,35,0
391,48,191,21,0,388,2,0
392,22,353,6,38,411,64,0
393,48,330,54,19,345,47,0
394,54,261,71,23,308,49,0
395,26,201,0,0,497,36,0
396,48,69,0,0,38,25,0
397,25,144,36,34,21,68,1
398,57,215,99,0,252,71,0
399,64,107,52,3,434,19,0
400,21,348,53,46,149,48,0
401,56,173,25,44,393,70,0
402,51,45,67,22,180,17,0
403,22,87,0,0,293,23,1
404,42,126,41,19,35,54,0
405,20,108,0,0,418,23,0
406,37,185,20,0,420,80,0
407,27,343,0,0,222,43,0
408,23,31,20,28,220,63,0
409,48,6,56,23,361,34,0
410,45,176,60,0,103,38,0
411,47,13,100,14,279,21,0
412,19,265,30,0,394,10,0
413,34,246,47,31,350,79,0
414,21,209,47,5,317,69,0
415,31,296,10,17,197,9,1
416,28,36,9,17,198,27,0
417,55,69,0,0,423,26,1
418,51,13,43,0,46,4,0
419,40,93,0,0,287,71,0
420,65,204,8,0,276,60,0
421,28,320,51,15,118,9,0
422,36,15,66,2,236,41,0
423,28,260,12,33,346,66,0
424,58,181,0,0,357,38,0
425,36,364,0,0,335,4,0
426,32,235,41,0,98,32,0
427,35,19,0,0,246,62,0
428,64,306,45,0,232,72,0
429,19,304,0,0,466,73,0
430,51,85,87,14,92,10,0
431,40,269,52,0,252,37,1
432,24,138,0,0,65,13,0
433,60,339,95,0,410,79,0
434,41,147,9,17,176,28,0
435,43,265,0,0,5,75,0
436,41,91,0,0,13,38,0
437,33,357,78,15,53,63,0
438,62,344,0,0,262,37,0
439,56,188,83,35,182,20,1
440,57,331,42,42,81,54,0
441,27,19,0,0,296,23,0
442,49,18,81,0,392,48,0
443,64,143,53,9,389,46,0
444,32,225,0,0,394,58,0
445,32,228,23,0,358,43,0
446,31,127,73,42,269,38,0
447,32,227,44,0,274,6,0
448,62,286,0,0,428,32,0
449,52,199,75,28,98,42,0
450,43,148,45,0,45,72,0
451,42,283,68,6,413,76,0
452,40,346,43,0,10,4,0
453,42,11,94,46,291,8,0
454,21,4,0,0,91,16,0
455,27,213,97,0,14,35,0
456,21,311,68,0,456,62,0
457,21,333,92,14,98,60,0
458,65,330,13,4,142,49,0
459,38,102,67,43,176,42,0
460,25,316,2,13,354,74,0
461,60,200,38,4,256,45,0
462,55,133,50,0,96,40,0
463,26,336,0,0,412,13,0
464,48,206,7,20,343,36,0
465,30,63,74,0,345,19,0
466,55,243,72,27,427,69,0
467,35,265,0,0,202,29,0
468,54,75,40,15,131,25,0
469,38,67,41,35,136,53,0
470,29,194,0,0,90,69,0
471,53,79,99,0,12,18,0
472,54,64,0,0,167,59,0
473,58,317,5,25,67,39,0
474,22,155,0,0,318,47,0
475,28,325,18,0,342,54,0
476,19,135,100,15,273,36,0
477,18,229,0,0,191,48,0
478,51,95,26,46,397,51,0
479,53,224,0,0,204,42,0
480,21,172,45,0,495,20,0
481,50,230,15,16,498,14,0
482,58,19,79,20,5,70,0
483,22,82,14,50,24,54,0
484,44,352,49,31,361,34,0
485,47,307,0,0,311,52,0
486,44,165,55,0,497,44,0
487,58,43,66,46,222,59,0
488,30,153,69,19,274,46,0
489,52,72,39,27,206,56,0
490,19,252,0,0,73,56,1
491,28,273,0,0,323,61,0
492,53,13,0,0,398,22,1
493,36,27,0,0,161,10,0
494,44,280,0,0,297,24,0
495,26,53,17,46,147,1,0
496,21,40,79,26,494,33,0
497,34,203,0,0,451,17,0
498,50,46,88,43,48,21,0
499,27,135,35,13,439,70,0
500,37,256,0,0,386,29,0
501,51,139,22,0,237,42,0
502,53,52,81,0,77,28,0
503,65,59,23,0,311,30,0
504,44,149,72,43,146,3,0
505,53,120,0,0,54,3,0
506,40,294,0,0,207,70,0
507,31,144,37,46,442,44,0
508,32,274,0,0,468,46,0
509,33,206,28,0,341,22,0
510,55,63,55,10,223,14,0
511,36,333,0,0,339,17,0
512,52,309,47,33,78,77,0
513,34,322,0,0,273,48,0
514,44,151,0,0,81,7,1
515,30,187,0,0,80,35,0
516,56,246,0,0,377,18,0
517,33,324,55,0,8,34,0
518,61,50,24,1,279,20,1
519,27,34,100,13,433,50,0
520,53,255,66,1,246,75,1
521,48,146,24,33,91,62,0
522,57,177,81,31,5,61,0
523,60,106,0,0,45,62,0
524,63,188,67,29,205,48,0
525,43,237,0,0,175,74,0
526,27,321,0,0,394,71,0
527,65,228,7,0,12,77,0
528,52,22,0,0,132,15,0
529,58,173,14,17,180,34,0
530,19,38,0,0,103,24,0
531,25,360,99,0,295,16,0
532,40,72,51,0,217,31,1
533,36,187,0,0,350,37,0
534,46,179,60,0,173,15,0
535,62,273,0,0,119,79,0
536,54,211,67,8,443,80,0
537,47,324,73,0,206,31,0
538,56,93,87,38,318,57,0
539,57,67,15,5,34,17,0
540,63,183,19,3,137,63,0
541,51,278,73,50,23,52,0
542,51,105,3,0,472,33,0
543,60,264,34,16,14,77,1
544,30,359,29,7,118,31,0
545,52,140,38,28,67,78,0
546,25,313,95,23,46,21,0
547,39,223,0,0,340,28,0
548,50,46,0,0,2,44,0
549,29,199,55,0,119,14,0
550,26,163,18,44,220,71,0
551,59,267,18,46,0,50,0
552,21,345,63,40,253,11,0
553,37,231,88,45,53,48,0
554,22,179,19,10,52,49,0
555,25,267,5,0,263,47,0
556,53,262,3,43,312,60,0
557,32,149,65,42,424,46,0
558,38,118,83,34,431,15,0
559,63,318,64,19,275,64,1
560,25,332,84,0,122,8,0
561,29,363,69,6,373,69,0
562,25,192,64,47,381,64,0
563,63,53,0,0,446,46,0
564,29,159,78,37,128,54,0
565,62,357,62,0,403,36,0
566,63,87,39,41,20,43,0
567,33,155,88,0,310,18,1
568,26,39,0,0,2,11,0
569,28,319,94,1,441,27,0
570,43,78,75,0,48,49,1
571,44,219,20,0,305,69,0
572,65,98,18,0,144,16,1
573,29,182,50,0,265,14,0
574,32,359,0,0,297,4,0
575,28,328,90,1,276,18,0
576,30,236,24,26,34,24,0
577,59,278,25,0,77,63,0
578,18,67,55,0,129,45,0
579,32,42,30,0,209,72,0
580,21,301,34,9,69,3,0
581,44,182,92,8,3,17,0
582,56,102,0,0,207,42,0
583,50,117,3,0,269,51,1
584,31,356,0,0,367,15,1
585,37,41,51,47,433,50,1
586,34,127,66,22,126,25,0
587,20,203,47,10,49,27,0
588,25,121,49,0,244,24,1
589,21,343,0,0,345,33,0
590,31,71,94,24,153,39,0
591,33,211,13,22,391,7,0
592,38,277,47,39,52,35,0
593,48,311,95,0,408,68,0
594,41,60,65,0,299,11,0
595,18,174,87,15,199,15,0
596,52,141,22,0,313,80,0
597,54,151,55,46,28,63,0
598,63,309,21,0,221,21,0
599,34,86,9,48,184,30,0
600,30,212,2,18,165,41,0
601,29,279,83,25,385,72,0
602,61,159,34,46,206,27,0
603,24,42,1,15,423,34,0
604,20,176,30,45,301,73,0
605,60,355,0,0,170,55,0
606,27,260,15,15,330,58,0
607,49,10,5,13,472,57,0
608,26,6,91,17,236,8,0
609,26,158,1,45,303,55,0
610,37,179,67,35,343,16,0
611,30,333,43,0,144,67,0
612,44,143,98,36,187,40,0
613,57,123,35,5,156,29,0
614,48,301,57,27,10,55,0
615,63,287,89,37,202,22,0
616,48,193,5,7,285,22,0
617,59,145,0,0,490,25,0
618,54,307,0,0,164,35,0
619,36,37,73,0,160,44,0
620,51,212,98,45,417,6,1
621,31,185,18,8,348,13,0
622,47,365,0,0,172,64,0
623,42,110,28,29,383,38,0
624,28,180,56,16,409,72,0
625,41,237,82,30,27,43,0
626,26,358,87,0,344,45,0
627,61,153,0,0,186,50,0
628,31,346,12,14,303,19,0
629,64,29,0,0,308,23,0
630,23,254,28,7,479,23,0
631,50,7,34,37,482,47,0
632,49,345,59,32,16,15,0
633,20,133,35,19,416,10,0
634,26,280,17,48,130,70,0
635,61,121,23,0,63,20,0
636,51,180,0,0,445,41,0
637,58,59,57,0,141,1,0
638,38,348,13,6,321,52,0
639,63,241,0,0,93,46,0
640,34,109,94,0,493,52,0
641,52,99,11,4,230,45,0
642,52,161,0,0,243,14,0
643,24,168,3,13,210,9,0
644,46,297,47,44,277,20,0
645,40,37,0,0,196,18,1
646,57,222,0,0,18,22,0
647,38,122,92,0,228,8,0
648,26,35,62,37,11,73,0
649,31,181,0,0,93,62,0
650,41,80,0,0,224,40,0
651,60,127,30,35,35,61,0
652,31,298,45,0,106,75,0
653,48,140,65,0,172,52,0
654,23,99,0,0,381,38,0
655,18,81,0,0,25,68,0
656,55,222,53,16,450,65,0
657,61,105,5,34,81,57,0
658,33,211,3,33,158,61,0
659,57,267,28,28,186,0,0
660,58,9,83,0,114,54,1
661,28,143,37,3,29,56,0
662,38,28,0,0,271,40,0
663,56,246,79,0,321,27,1
664,55,259,14,0,333,1,0
665,33,3,96,0,32,10,0
666,47,98,73,0,406,72,0
667,29,237,13,45,432,35,0
668,58,80,61,0,197,16,1
669,27,258,0,0,63,23,1
670,21,137,65,23,136,30,0
671,34,219,20,19,150,59,0
672,19,278,39,50,216,70,0
673,42,185,0,0,93,1,0
674,59,174,13,6,377,9,0
675,50,112,71,22,415,78,0
676,41,306,16,0,462,43,0
677,51,113,0,0,293,44,0
678,42,342,0,0,184,72,0
679,36,264,25,3,47,52,0
680,30,251,53,29,134,53,0
681,61,120,77,47,280,16,0
682,25,119,87,0,277,34,0
683,64,336,30,20,386,69,0
684,50,280,77,28,288,30,0
685,18,165,86,0,444,25,0
686,58,174,19,47,129,72,1
687,36,145,43,9,276,0,1
688,20,149,42,23,425,28,0
689,19,289,73,0,498,34,0
690,22,114,59,0,71,55,0
691,20,88,0,0,275,49,0
692,22,303,65,27,375,3,0
693,64,199,80,20,201,66,0
694,64,247,0,0,180,49,1
695,44,313,0,0,84,4,0
696,36,162,81,4,255,33,0
697,19,247,0,0,371,29,0
698,47,317,79,16,241,42,0
699,35,126,15,0,45,61,0
700,43,210,77,50,352,3,0
701,47,57,0,0,221,59,0
702,51,176,100,0,120,34,0
703,30,180,51,4,122,77,0
704,27,263,0,0,314,7,0
705,30,93,0,0,76,39,0
706,49,290,11,41,333,4,0
707,53,82,62,28,88,79,0
708,36,351,0,0,71,4,0
709,32,216,32,0,7,11,0
710,52,192,0,0,373,44,0
711,20,241,0,0,420,43,0
712,47,45,53,0,126,47,0
713,41,143,8,0,321,68,0
714,19,192,0,0,118,30,0
715,42,77,34,0,23,80,0
716,40,51,13,45,412,57,0
717,64,318,5,2,332,51,0
718,33,109,12,28,435,40,1
719,65,227,69,49,124,41,0
720,23,219,94,0,385,29,0
721,42,362,57,17,116,36,0
722,61,199,7,0,60,40,0
723,34,239,0,0,170,62,0
724,42,29,0,0,295,7,1
725,33,55,2,28,261,58,0
726,27,145,24,0,463,45,0
727,59,310,36,1,88,35,0
728,49,227,83,16,426,74,0
729,24,246,43,49,284,51,0
730,56,110,90,6,25,79,0
731,42,90,0,0,357,52,0
732,21,49,0,0,235,35,0
733,54,209,19,45,31,70,0
734,48,38,0,0,80,13,0
735,22,244,15,24,409,17,1
736,35,292,40,41,43,65,0
737,42,122,0,0,48,31,0
738,20,66,0,0,431,41,0
739,37,45,0,0,274,62,0
740,49,60,0,0,205,3,0
741,20,40,40,0,424,28,0
742,34,223,84,50,355,33,0
743,58,7,50,14,180,62,0
744,27,350,86,45,314,61,0
745,59,174,39,8,124,56,0
746,59,155,0,0,466,44,0
747,48,5,6,26,48,53,0
748,46,359,29,8,59,9,0
749,55,208,0,0,177,28,0
750,42,271,37,21,241,28,0
751,40,6,67,41,223,46,1
752,39,344,67,41,422,21,1
753,45,52,78,35,220,3,0
754,25,294,100,19,44,80,1
755,31,64,93,19,295,65,0
756,52,240,28,0,50,25,0
757,42,95,28,23,444,40,0
758,64,8,7,37,458,43,0
759,44,294,24,26,446,49,0
760,42,111,0,0,121,16,0
761,53,73,0,0,500,44,1
762,38,282,0,0,129,68,0
763,45,155,41,0,475,69,0
764,25,255,99,38,121,53,0
765,39,196,79,31,132,55,0
766,31,50,92,0,333,44,0
767,56,295,71,0,456,15,0
768,27,98,15,35,447,64,0
769,35,55,0,0,391,60,0
770,19,269,75,10,194,50,0
771,63,238,0,0,270,67,0
772,56,222,90,2,294,39,0
773,31,250,0,0,207,35,0
774,43,17,96,27,346,34,0
775,52,193,63,0,293,34,0
776,50,161,0,0,202,64,0
777,41,248,45,16,461,27,0
778,45,41,0,0,219,51,0
779,32,57,70,0,292,59,0
780,20,137,51,44,122,79,0
781,33,284,0,0,167,28,1
782,40,230,77,33,267,16,0
783,30,199,16,0,167,19,0
784,29,36,2,0,119,13,0
785,24,33,6,8,138,49,0
786,46,115,96,19,169,79,0
787,41,149,11,18,161,51,0
788,59,218,0,0,198,79,0
789,26,48,0,0,467,39,0
790,25,9,0,0,466,80,0
791,52,232,69,48,60,24,0
792,65,101,0,0,413,67,0
793,56,173,29,43,12,74,0
794,20,186,0,0,52,40,1
795,34,181,76,31,358,22,0
796,36,308,36,0,86,54,0
797,63,163,97,0,191,14,0
798,59,90,47,32,374,12,0
799,50,128,91,13,298,77,1
800,35,178,61,39,482,41,0
801,40,256,55,41,286,52,1
802,30,330,17,0,402,30,0
803,55,270,92,39,118,37,0
804,21,73,0,0,334,35,0
805,45,68,0,0,130,42,0
806,60,184,64,33,63,45,0
807,46,324,39,0,174,59,1
808,18,139,92,50,30,26,0
809,39,139,8,26,372,50,0
810,43,196,43,0,40,41,0
811,49,299,65,0,257,77,0
812,49,328,79,4,381,59,0
813,50,177,73,0,272,63,0
814,21,255,6,45,448,76,0
815,45,13,54,6,370,30,0
816,39,166,49,21,191,22,0
817,20,115,0,0,86,78,1
818,26,240,0,0,185,80,0
819,52,73,45,42,219,44,0
820,25,338,0,0,385,1,1
821,19,47,1,0,454,68,0
822,20,222,48,0,362,27,0
823,45,334,46,50,312,16,0
824,21,46,0,0,79,12,0
825,58,2,40,0,11,21,0
826,30,187,45,4,168,57,0
827,18,30,0,0,500,35,0
828,35,96,97,25,129,5,1
829,34,305,5,13,498,55,0
830,42,217,10,0,450,72,0
831,45,60,19,38,415,38,0
832,62,334,89,16,350,1,0
833,50,100,8,12,358,63,0
834,49,236,26,0,91,75,1
835,39,101,68,0,0,39,0
836,45,1,32,7,224,52,0
837,62,302,49,25,89,1,0
838,40,29,93,33,16,0,0
839,25,145,0,0,433,72,0
840,26,10,28,39,49,40,0
841,29,59,0,0,38,30,0
842,64,85,0,0,64,49,0
843,32,118,93,14,160,77,0
844,59,129,94,20,159,49,1
845,34,53,3,0,317,55,0
846,47,271,0,0,313,40,0
847,39,338,48,48,114,8,0
848,52,243,60,39,15,2,0
849,43,128,64,9,211,74,0
850,29,183,60,0,158,71,0
851,30,204,0,0,104,70,0
852,34,304,52,1,152,6,0
853,57,284,66,11,467,20,1
854,43,97,56,9,138,47,0
855,18,159,44,25,260,12,0
856,47,42,0,0,106,34,0
857,58,110,16,50,251,20,0
858,34,19,0,0,428,38,0
859,55,258,64,0,497,49,0
860,28,137,87,47,346,74,0
861,24,32,3,23,267,24,0
862,22,196,0,0,87,66,1
863,32,293,1,4,134,8,0
864,45,171,96,0,220,4,1
865,20,361,0,0,359,26,0
866,30,52,29,35,152,31,0
867,32,321,70,0,222,62,0
868,19,48,55,11,335,71,0
869,50,308,0,0,439,11,0
870,36,106,96,39,293,40,0
871,63,29,47,38,378,30,0
872,54,247,60,0,168,61,0
873,52,231,0,0,60,25,1
874,28,195,0,0,410,17,0
875,36,358,19,8,488,27,0
876,61,331,88,20,237,38,1
877,24,78,3,0,30,66,0
878,28,101,82,35,64,23,0
879,61,226,94,45,423,50,0
880,24,189,15,36,169,15,0
